Word,Definition
Tupuna,"tipuna <with>(pl. tūpuna)</with>n. Ancestor, grandparent. Ki to tupuna, ki a Hine-nui-te-po (T. 28).   Tupuna whenua, the ceremony of going blindfold to a sacred place and depositing a leaf there.'"
Tūpuni,"1.v.t. Put on the outer covering of the walls of a house (J. v, 151)Me tupuni ki te raupo. 2.n. Covering. Ko nga rakau ririki hei tupuni mo raua ko te wahine, ko Papa.3.Cloak, cape. Te tangata e mau na nga tupuni, ka oti te tuitui nga weruweru (Tr. vii, 52).'"
Tapuranga,verbal n. see tupu'
Tupurangi,"a. Disconnected, random. He whakaaro tupurangi.'"
Tupure,"n. Some ceremonial see pure. He maha nga tikanga o tera ahua mo te tangata, he tupure, he tohi, he tuakaha (J. viii, 181). '"
Tūpurupuru,"n. Solanum sp., a plant.'"
Tūputuputu,n. One of the Magellan Clouds. Tuputuputu atua ka eke mai i te rang (S.).'
Tura,Nau ra te rongo i tura haere mai i te hunga puhohe e rete mai o runga Te Turuturu (S.) see turaha  turatura1.v.t. Molest.2.a. Spiteful.'
Tūraha,"1.v.i. Keep away, keep clear. Turaha ana te kai i a ia.2.Be separated. Ka turaha taua, e kui, e (M. 164).3.a. Open, wide, not confined.'"
Tūrāhui,rāhui (i) Kai te turahui te whenua.—Kua turahuitia te wai. '
Tūrākaha,"a. Overburdened, bothered. E tama! kia ata tahutahu i nga wahie, ka turakaha koe ki te mahi.'"
Turaki,"v.t. 1.Throw or push down from an upright position. Ka kite i te rakau e tu ana, ka turakina e ia, ka amohia mai (T. 45).2.Overthrow, subdue. Te mata ihia e riri mai ra, e, e nguha mai ra, ka turakina (Of calming the sea) (M. 378). turakangan. 1.Act, circumstance, etc., of throwing down.2.Some ceremony connected with childbirth; perhaps = tūā-pana. Ka kukune te wahine, katahi ka haere a Ihenga ki te whakangau kiwi mo te turakanga o tana wahine. Tena tokotoko ka tu, ka tu i tenei ata, i te ata o tenei turakanga (From a tuapana) (M. 353). turaturakiv.t. Throw down a number of things.'"
Tūrama,"1.v.t. Light with a torch, give light to. Turamatia ahau, e hoa; ka pouri kerekere.2.a. Light, illuminated. Naku ra i moe tuwherawhera, ka tahuna ki te ahi kia tino turama, a ka kataina au na (Pi. 133, 11).3.Wakeful, restless. Takoto rawa iho ki te whare, turama tonu, e, te ngakau ki te wahine e tito mai ra (M. 282). tūramaramaa. Restless, perturbed. Ka turamarama ra, e, te hinengaro (M. 283).'"
Turamoe,v.i. Be sleepy.'
Tūranga,"tūrangarangaa. 1.In disorder.2.Perplexed.3.Fatigued. see tirangaranga, tungarangara'"
Tūranga, see tū (iii+v)'
Tūrangaapa,n. A form of fishing net.'
Tūrangahakoa,"n. Joy, cheerfulness see tū (iii)'"
Tūrangahapa,"n. Aloofness, secession; such/as the refusal of people to take part in a tribal work, preparing food for a hui, etc see tu (iii)'"
Tūrangatahi,"v.t. Give all of some particular food to one person, instead of dividing it. see tu (v)'"
Turapa,"v.i. 1.Spring. Turapa tonu atu a Tama ki tona moenga (T. 71).2.Rebound, recoil, spring up. Tenei nga wahine te tapahi nei i te muka, kua kite i te korari e turapa ana.'"
Turapana,"v.t. Fillip, jerk. Na te kaha o te turapanatanga ake o te rere o te rakau ra (W. ii, 161) see pana'"
Tūrara,"v.t. Spread out. Turaraa ki te ahi, kia maroke.'"
Ture," Te ture wheneke, te papa, te mamaru, hai (K.).  NOTE.—There is a Polynesian word which appears in the Futuna and Uvea—tule, bend, bow; but this has nothing to do with the word ture, law, which was adapted by the missionaries at Tahiti from the Hebrew torah, the vowels being altered to avoid unpleasant suggestions.'"
Turehu,"1.v.i. Blink, wink. Me te turehutanga kanohi nei te roanga (T. 21).2.Doze.3.a. Indistinctly seen.4.Pale. Uru turehu, light-haired.  5.n. Anything dimly seen.6.Ghost, fairy.7.Apparently a supposed light-skinned race who came early to New Zealand. Tera ano ka maanu mai he ope i rawahi awa, ko Turehu tona ingoa (W. iii, 115).'"
Turei,"n. In the expression whatuturei, a cake made from the pulp of the hinau berry, which was regarded as a great luxury. Kia whakoho koe i toku moe, ko te whatuturei a Rua (P.).'"
Tureikura,"a. 1.Pining, wretched, miserable.2.Bewitched. whakatureikura . E, na konei ra nei, whakatureikura ki te whatu o te weruweru (M. 146).   Grey says, fall in a fit as the result of witchcraft; but that hardly seems to suit the passage.'"
Tūrepo,"n. Paratrophis banksii, a tree.'"
Tūrere,"v.i. Steal away, flee. Kua turere atu te kiore.—Turere ana te moe i oku kanohi. tūrerererev.t. Diffuse.'"
Tūretireti,"a. Unsteady, oscillating, shaky. Kei taka koe; e turetireti ana te kāho.'"
Turi,"n. 1.Knee. Na wai ra i raro te wai, a ka to nga turi (T. 120).2.Post of a fence.3.The crotch piece of a pewa bird snare, which served as a hook to hang it by. (Tr. xlii, 470) tūturi1.v.i. Kneel, bend, draw up the knees. Ka tuturi nga turi ki tana wai heru (T. 55).   Ata tika ki a Tamure, tuturi ana nga turi i a Tamure (Tamure brought him to his knees, i.e., overpowered him) (T. 174).2.Bend the legs in running, run. Katahi ka tuturi te ope he whai i a Waikato.3.n. Spider; in poetry. Whaihanga ra e te tuturi, tarei ra e te pepeke (M. 105).4. Discaria toumatou, a shrub.'"
Turi,"a. 1.Deaf.2.Obstinate. He turi maori no te koroke nei. whakaturi1.n. Love token, keepsake.2.v.t. Propitiate. Hei whakaturi i te wahine kia anga mai. whakatuturi, whātuturiv.i. Turn a deaf ear to, be obstinate, be unyielding. E aku tuakana, kihai au i whakatuturi ki ta koutou ngare mai i a au, i haere tonu mai au (T. 100). Ehara i a koe, ina hoki te whatuturi ki au karakia (T. 129). turiturin. 1.Noise. A, kati te turituri! whakarongo ki te kupu a te tangata e iri iho nei (T. 65).   Used as an exclamation. Turituri!Hush!2.Threat. Nou nga turituri, noku te pawera (M. 253) (Uv. tuli, muna tuli)'"
Turi,"n. Water. tuturiv.i. Be moist, drip. E kai o mata ki te kohu ka tuturi i waho o te moana o Tokahapuku (S.) see tuturu, turu (vi)'"
Tūria, see tū (iii)'
Turihaka,a. Bow-legged see haka (ii)'
Turihunga,"n. 1.Protective material, such as slabs of tree fern, used on the roof of a whare, and at the bases of the uprights in the ground. (J. v, 146, 150)2.A plant, probably a creeper. Tikina he aka, kumekumea mai hei te aka turihunga (S.). E heuea a turihunga, e heuea a taramoa, ka puta ki waho ko Whiti, ko Matuku see turuhunga'"
Turikākoa,"n. Spinifex hirsutus, a seaside grass. Ka ngau ki te turikakoa te paringa o te tai, e tika ana te rere o te kuaka (P.).'"
Turikere,"a. Deafened. Tiorooro ana, turikere tera nga taringa i te tangi see kere (i)'"
Turikōkā,"n. Deyeuxia filiformis, a grass. = toheroa.'"
Turikore,"a. Inactive, sluggish. Kia turikore, kaua e hohorotia i tenei ra.'"
Tūringiringi,v.t. Diffuse see ringi'
Turingongengonge,"a. Crippled, lame, weakkneed.'"
Turipēpeke,a. Having the knees bent. E turipepeke ana te haere.'
Turipona,"n. Knee joint. Tena ra, e kui ma, nga turipona o to koutou koro na ka riro (M. 160) see pona'"
Turipū,a. Weak in the knees. He waewae turipu.'
Turipu,"n. Bewitching charm. Ka maka atu ko te turipu, ka mate a Uenuku i a Maia.'"
Turitaka,n. A variety of taro.'
Turituri-pourewa,"tuturi-pourewa, turuturu-pourewa, tuturu-pourewan. Himantopus leucocephalus, white-headed stilt; a bird, Me te turuturupourewa te ahua e haere atu ana (T. 189).'"
Turiwātaitai,"v.i. Be benumbed, shiver.'"
Turiwētautau,"v.i. Be benumbed, shiver.'"
Turiwhati,"tuturiwhati, turiwhatu, tuturiwhatu, turuwhatu, tuturuwhatu, turuturuwhatu, turuatu, tuturuatun. 1.Pluvialis obscurus, New Zealand red-breasted dotterel. = kukuruatu, pukunui, rako, takahikahi, takaikaha, takaikai2.Tattooing needle made from a bone of the bird. He mata tangata i taia ki te turiwhati (M. 264). Ko Pirongia e ngawi ana ki a ia ka pokia e te tuturiwhati tai moana nui (M. 173).'"
Turiwhatu,"1.a. Slow. Turiwhatu marire to tatou haere; hua noa kia pepeke.2.n. Charadrius bicinctus, banded dotterel. = pohowera, turiwhati'"
Turiwhekoirangi,n. A sea bird.'
Turoa,"a. Established, of long standing. Na Papatuanuku i whakatupu ake ana purapura hei oranga mo ana uri i tenei ao turoa (T. 14).'"
Tūrohea,turowhea'
Tūrohi,"a. Weary, exhausted. Ka turohi nei i te hemokai, i te ra hinga noa iho.—He mahi tonu i ia ra, i ia ra, a turohi ana see marohi tūrohiapass. Wearied, tired. A turohia taku nei haere (M. 99).    Ka turohia ahau i te wahanga i a koe. '"
Turori,"v.i. Stagger, totter. Ka haramai tenei, ka turori ki te whare (S.). Ka hinga au, ka turori (M. 73).'"
Tūroro,"1.n. Sick person. Kua turorotia a Moka. Mate turoro, sickness, death by disease. He tangi mo te mate turoro (M. 118).    2.Corpse.3.a. Sick.'"
Tūroro,"n. Area novaezelandiae, a bivalve mollusc.'"
Tūrotowaenga,n. Midnight. Used with or without po. Turotowaenga ka hoki te hungawai (S. 25).   No te turotowaenga o te po i hemo ai.'
Turou,tūrourou1.v.t. Reach or manipulate with a pole or stick see rou2.n. Ple or stick for reaching anything.'
Turou,v.t. Desire; possibly only in the expression turou moe. Tera pea ka turou moe te tangata see korou'
Tūrowhea,"tūroheaa. Wearied, listless. Ka turohea ahau i a koe see rowhea'"
Turu,"n. The moon on the sixteenth day, full moon. = Oturu'"
Turu,"v.i. Last a short time. Turu tahanga atu, in a little while.   turuapass. Be done for a short time. Turua kautia ki te taha ki te whatitoka; turua kautia ki roto (T. 66).'"
Turu,"1.n. Post, pole, upright.2.v.t. Build an eel weir. Kei te turu pa a Moka. tūturua. Fixed, permanent. A haere ana, noho rawa atu i Arahura, ka tuturu te noho i reira (T. 68). tuturun. 1.Upright, post, in a building; jamb of a door, etc. Titaha ana nga tuturu o te whare.—Ka rere ano te tangata ra, noho noa atu i runga i te tuturu (here it is used of the upright of a weaving frame).2.Stage on which a corpse was laid out. = atamira turuturu1.v.t. Make firm or permanent. Tenei au, e tama, te turuturu atu nei te manawa o tama (S.).2.n. Upright, pole for various purposes, as (a) Hand grip at a heketua; = pou purutanga ringa(T. 37)(b) Side of a weaving frame (J. vii, 129; Tr. xxxi, 627; Bul. iii, 70). (c) Hold to assist a woman in labour. Hei turuturu mou, e Hine-tinaku (T. 57).   (d) Pole for displaying a dried head. Ka mauria mai te upoko e Tauraherehere … kawhakanohoia ki runga i te turuturu (J. ii, 229).   (e) Supports for the tahu of a bird-snare. (f) Uprights at the entrance to a snare for rats ‖ Tr. xli, 247, 249. (g) Part of a dredge for crayfish.2.Permanency, permanent settlement. Nga tangata i a ratou te turuturu o te kainga.'"
Turu,"1.v.t. Fly a kite. Ka turua te pakaukau, ka whakahuatia tenei karakia: “Turu taku manu, hoka taku manu ki tua Te Hahawai.”2.n. The charm recited as above when flying a kite. whakaturuturuv.t. Fly a kite.'"
Turu,tūturuv.i. Kneel. Tuturu ou turi. = tūturi'
Turu,"tururu, turuturuv.i. Leak, drip. Turuturu haere mai ana te wai o te waha o Marama (M. 90) see turi (iii), rutu (ii) whakaturuv.t. Cause to drip. Te hinu rangi kia whakaturua ki Te Ngohi ra (M. 310).'"
Tūrua,"n. Burrow, hole, as of a bird. He mea takiri taua kakapo, e noho ana i tona turua, ara tona moenga see rua'"
Tūrua,"n. Middle, generally of the night in the compounds tūrua-pō, tūruawaenga-pō, tūruawaenganui-pō, tūruawai-pō, tūruawē-pō. Ko te tahae kua haere ki waho i te turua-waenga-po (T. 136). Turuawai-po, kia moe huri au (M. cii). No te turuawepo ka piki a Tutanekai raua ko tona hoa, ko Tiki, ki runga ki to raua atamira (T. 131).   Turua-po is also used for dream, vision. = Tik. turuapo.'"
Turua,"turuturuaa. Beautiful. E uira ana te paua me te whakairo, puhipuhi rawa ki te waero; anana! ka turua ra (T. 21).   Koia ano turuturua ana.'"
Turua,"n. A kind of stone, probably volcanic, much prized for use in cooking. Taku purapura tuawhiti, taku kowhatu turua (M. 417).   Nga kohatu turua kei te take o Putauaki; he turua, he kohatu tohu rangatira.'"
Turuatu, see turiwhati'
Tūruawaenganui-pō,"tūruawai-pō, tūruawe-pō see turua (ii)'"
Turuhi,n. A weapon similar to the taiaha; generally made of maire.'
Turuhunga,"n. A tree frequented by birds when they are getting very fat. Ko te tino hangaitanga o tena ingoa turuhunga, he momona no te ekenga o te manu ki runga ki taua rakau kua tūrūruhi, kaore e kanae nga kanohi, kaore e whetete.—Te rakau tena e kai ai te koko, ka nunui, no kona ka kiia he turuhunga.'"
Turuki,"1.v.i. Grow up in addition, as the sucker of a tree, etc. Ka turuki ake nga huruhuru hou o te manu.2.Come as a supplement, follow. Ka haere atu koutou apopo, ka turuki atu matou i muri.3.Travel by short stages. Kei te whakamaunu, kei te turuki ki tai o Karewa (M. 183).   Na te turuki o to ratou haere i tae mai ai he awhina.4.Moult. Ka turuki te whio, te parera, kore arikarika te momona.5.v.t. Reinforce, maintain the force of a rahui by supplementary incantations. He mea rahui, ka turukitia e te tohunga.6.Thatch a house.7.a. Full. Turuki tonu te waka.8.Crowded. Turuki tonu te tangata o te waka e hoe nei.9.n. Sucker of a tree.10.Anything supplementary or by way of support.11.Fledgling of ducks, etc. Me te paihau turuki (P. 71). Me te ua turuki nei te whekoi ana i te we moana (M. 40).  whakaturukiv.t. Operate upon by a charm for the purpose of making feathers grow. Ka whakaturuki a Rupe i a ia, Turuki mai te turuki, kakapa mai te kakapa, hohoka mai te hohoka, ka hoka te manu hou turuki. tūrukirukia. Sparse-growing, stunted. He otaota turukiruki.—Ka turukirukitia te huruhuru o te upoko (You are getting bald).'"
Turukio,"n. Blechnum discolor, a fern (Tahu.) = piupiu'"
Turuma,"n. 1.A sacred place, similar to the tuaahu. Kaua e haere ki kona, he turuma a reira.—Ko te turuma i toia ai a Takitimu ko Titirangi.2.Privy. = heketuaCertain rites were appropriate to this locality. whakaturumav.t. Establish, confirm.'"
Turupana,"v.t. 1.Strike a sharp blow, as the spring of a snare. Kia tupato te wewete i te kiore turupanatia to kanohi (i.e., by the wand when released).2.Spring a trap, release a spring. Mehemea he ata murama, ka turupanatia nga tahiti e te kiore. see pana'"
Turupeke,turupēpekev.i. Tumble head over heels.'
Turupou,"1.v.t. Support on a pole. Turupoutia iho nga karaha ki te rakau.2.Stick in upright. Kia turupoutia te remu o te huia (M. 46).3.n. Pole to support anything.4.Staff, walking stick. Ka poua e ahau taku turupou ki konei, ka herea e ahau taku ki runga ki taku turupou.'"
Tūruru,"v.i. 1.Cover oneself from the cold. He aha koe ka tururu ai?2.Crouch, be downcast. Ka pai kia haere koe ki te iwi e noho tururu mai ra.—He waka tuku ki tai, tururu ana nga tangata o runga; he waka toko, tau ana te kohakoha (P.).'"
Tūrūruhi,"a. Lethargic, sluggish, enervated. He momona no te ekenga o te manu ki runga ki taua rakau kua tururuhi, kaore e kanae nga kanohi, kaore e whetete see ruhi'"
Tūrutu,"n. 1.Dianella intermedia and Libertia ixioides, plants.2.Screen, shelter.'"
Turuturu-pourewa, see turituri-pourewa'
Turuturuwhatu,turuwhatu  see turiwhati'
Tuta,n. Back of the neck.'
Tutae,"n. Dung. Tutae-atua, Lycoperdon spp., puff-ball; fungi.    Tutae-ikamoana, Tetragonia expansa, New Zealand spinach.    Tutae-kāhu and tutae-kākā, Oxalis magellanica, a plant.    Tutae-kehua, Clathrus cibarium, a net-like fungus,     Tutae-kereru, Parsonsia heterophylla, a climbing plant.    Tutae-kiore, Euphrasia cuneata, a plant.    Tutae-koau, Apium prostratum, a plant.    Tutae-kōkā, a discoloured flaw in greenstone, (Tr. xii, 163).    Tutae-kuri, Agropyron multiflorum, a grass.    Tutae-manu, an inferior variety of flax.    Tutae-ruru—(a) A species of toadstool; (b) Pyronota festiva, a small green beetle.    Tutae-tara—(a) A term of opprobrium. Tutae-tara ana te tangata ra, ana whanako, ana mahi kino, (b) A variety of kumara,    Tutae-whatitiri, Clathrus cibarium, a net-like fungus.    Tutae-wheke, a variety of flax.  '"
Tutahi,"a. In the expression tau tutahi, applied to an early season, often followed by scarceness. '"
Tutahi-ki-runga,"n. A term applied to the taro, or perhaps to some particular variety. Ko Hakitere te waka i utaina ai te tutahi-ki-runga (J. iii, 106).'"
Tūtai,"tūtei1.v.t. Watch, spy. Ko Pangopango te kaitutai i te taua i te po (M. 283).2.n. Sentry, spy, scout. tūtaingan. Place for watching. He maunga tutainga aio rerenga waka ki Raukawa (M. 284).'"
Tutakangāhau,"n. South wind. Kua ara ko Tutakangahau, kihai i rere.'"
Tūtakarerewa,"a. Alert, unsettled, apprehensive. Ko te moe a te manu, au ana te moe ki te peka o te rakau; ko te moe a te tangata, tutakarerewa tonu i te taua (P.) ‖ J. xi, 129.'"
Tūtaki,"1.v.t. Meet. Tutaki ana i taua wahine nei e wero manu ana mana (T. 95).2.Make to meet, put to, close. Tutakina te taupoki o te pouaka.3.Shut up in an enclosure, block. Ka tutakina e hukatu, e hukarere (M. 265).4.n. Junction, meeting. Tenei hoki te tutaki ka mau (M. 357).5.Bolt, bar.6.a. Touching, meeting.7.Closed up, blocked. Kua tutaki hoki te whare i te mawhaiwhai, i te whare pungawerewere (M. 394). tūtatakia. = tutaki, 6 and 7.'"
Tūtanga,"n. 1.Portion, division. Ka whanau a raua tamariki ko Tanekupapa-io, ko Tane-tuturi, ko Tanetuwaiora, ko Tane-i-te-matatu, ko Tane-tutaka; takoto tou tenei tutanga. Ka whanau mai ko Tanenuirangi, ko Paiao: ko te tutanga tenei e whakatika ki runga (Pi. 175, 2). Engari tena, te tutanga te unuhia (P. 6, iv).   E moe nei ra taua i te po tutanga nui o Pipiri (i.e., the winter) (M. 158).2.A variety of kumara. tūtangatanga1.v.t. Cut into portions, divide.Hei apopo ka tutangatanga i nga rakau nei.2.a. Loose. Uea te pou tuarango o te whare kia tutangatanga see tangatanga'"
Tūtangaponga,n. A pattern in weaving mats and kete.'
Tutapa,"E tu te riri, e tu te nguha, e tu tutapa ninihi, tutapa kokota (K.). '"
Tūtara,"1.n. Small talk, gossip.2.A kind of belt or maro worn by the tohunga.3.v.t. Slander, defame. Ka tutara, kia rongo te marea i aku hanga kino (M. 143) see tara (ii)'"
Tutara-kauika,"n. A school of whales; also used for Balaena australis, right whale. = tohora'"
